,a,al,am,b,c
261,0.5024087387673697,0.5,0.4,0.49225602287607473,0.6979762995429089
262,0.599848546854052,0.6000000000000001,0.4,0.5853682285278738,0.9159121706726192
263,0.7001224893924994,0.7000000000000001,0.4,0.6817023822505315,1.204381185677248
264,0.8003774397278174,0.8,0.4,0.7784962415759914,1.611326894076146
265,0.8987099338724711,0.9,0.4,0.8722247911084158,2.2897669364301656
266,0.0,0.0,0.5,0.0,0.0
267,0.010527574890360492,0.01,0.5,0.010522619025723733,0.0105833818269236
268,0.0205681429412915,0.02,0.5,0.020541585672288615,0.0207826131255899
269,0.030491347242666667,0.03,0.5,0.030437720500121904,0.030965879370373584
270,0.039920043713492226,0.04,0.5,0.039831675299956446,0.04073871019004568
271,0.0506188875083895,0.05,0.5,0.050454759028522096,0.051944967215316946
272,0.0581850428972035,0.06,0.5,0.05797828476315967,0.059946459898497347
273,0.06885245615508917,0.07,0.5,0.06859476087143375,0.07133753537332596
274,0.07960810726661272,0.08,0.5,0.07924978403258585,0.08295572927629238
275,0.08819868791730401,0.09,0.5,0.08773757730875471,0.09233317220109401
276,0.09894976120269627,0.1,0.5,0.09840359412184263,0.10419426399674593
277,0.19922285285689378,0.2,0.5,0.19708663935771412,0.22217258892191302
278,0.29869486788781885,0.30000000000000004,0.5,0.2937783197501753,0.35481220546778675
279,0.39713423287817706,0.4,0.5,0.3883530378038661,0.5060607154574048
280,0.5017404433883643,0.5,0.5,0.4886305193570388,0.6966341397186614
281,0.5983217924387644,0.6000000000000001,0.5,0.5789980166077777,0.9121039896206632
282,0.702612231997135,0.7000000000000001,0.5,0.6779317385885458,1.212718375583828
283,0.8002308002023362,0.8,0.5,0.7700027240451633,1.6105925798176604
284,0.8998916520238703,0.9,0.5,0.8678249931875206,2.3015021997733136
285,0.0,0.0,0.6000000000000001,0.0,0.0
286,0.01043014572590717,0.01,0.6000000000000001,0.01042159360804303,0.01048492090413595
287,0.0200299562219034,0.02,0.6000000000000001,0.020000805310648778,0.02023327535808805
288,0.028857722310476897,0.03,0.6000000000000001,0.028794454940559724,0.029282294453137795
289,0.039596551750831654,0.04,0.6000000000000001,0.03948541385097053,0.04040182421128
290,0.050155551340787086,0.05,0.6000000000000001,0.049955941785293674,0.05145704604758191
291,0.05891721213672829,0.06,0.6000000000000001,0.05868187887607122,0.06072416466593376
292,0.07059078105240901,0.07,0.6000000000000001,0.07022663183356337,0.07320614313406862
293,0.08035538504102602,0.08,0.6000000000000001,0.07989773489990766,0.08376797165558567
294,0.08989490457764537,0.09,0.6000000000000001,0.08930053489679837,0.0941951966645224
295,0.09912873190384941,0.1,0.6000000000000001,0.09842103486782082,0.10439290827848294
296,0.20118188917747082,0.2,0.6000000000000001,0.19820924317353072,0.22462200516052802
297,0.29890577325111567,0.30000000000000004,0.6000000000000001,0.29287351639390735,0.35511298336468783
298,0.40356086950204706,0.4,0.6000000000000001,0.3917863107713908,0.5167780870803024
299,0.49946533390661074,0.5,0.6000000000000001,0.48208981826534003,0.6920784197015727
300,0.600741611560389,0.6000000000000001,0.6000000000000001,0.5767142831380311,0.9181464816140293
301,0.7007192521188519,0.7000000000000001,0.6000000000000001,0.6701138922786629,1.206373190010765
302,0.8003170962493098,0.8,0.6000000000000001,0.7625761609997587,1.611024651886124
303,0.899688604933564,0.9,0.6000000000000001,0.8579989318146695,2.2994759806325002
304,0.0,0.0,0.7000000000000001,0.0,0.0
305,0.010397648067587584,0.01,0.7000000000000001,0.010388497258032443,0.010452081257115213
306,0.020007667902398163,0.02,0.7000000000000001,0.01996920960930119,0.020210531738332323
307,0.030451202025130963,0.03,0.7000000000000001,0.030360009065858572,0.030924472430598447
308,0.0393727801047723,0.04,0.7000000000000001,0.039219263901461736,0.04016885380556795
309,0.05094831590126481,0.05,0.7000000000000001,0.05069341371113506,0.05229202021268779
310,0.0615735951028199,0.06,0.7000000000000001,0.0611953824392312,0.06355084382776714
311,0.06977326905319181,0.07,0.7000000000000001,0.06930171511643447,0.07232692583142768
312,0.0798464794551379,0.08,0.7000000000000001,0.07924426560483125,0.08321475270286827
313,0.08898937413927144,0.09,0.7000000000000001,0.08822397242404803,0.09320071783770091
314,0.09917806182160094,0.1,0.7000000000000001,0.09825507106425681,0.10444766778758474
315,0.19830220856956116,0.2,0.7000000000000001,0.19453923976317247,0.2210235607949042
316,0.29907951887661843,0.30000000000000004,0.7000000000000001,0.29086345683750403,0.35536083472518576
317,0.40211353541081174,0.4,0.7000000000000001,0.38745763977237646,0.5143544016034286
318,0.49956054871309874,0.5,0.7000000000000001,0.4776396104862775,0.6922686639948504
319,0.5985828215995666,0.6000000000000001,0.7000000000000001,0.568152071075114,0.9127540473212976
320,0.702022552461626,0.7000000000000001,0.7000000000000001,0.6625608873711591,1.2107374747419926
321,0.7976816764291672,0.8,0.7000000000000001,0.7501109821627936,1.5979129626826687
322,0.8997220812225036,0.9,0.7000000000000001,0.8473291615275556,2.2998097600209326
323,0.0,0.0,0.8,0.0,0.0
324,0.009985464898936591,0.01,0.8,0.009972605231574576,0.01003565404101369
325,0.020310364255242463,0.02,0.8,0.020255782445241944,0.020519455696626377
326,0.029282583133773188,0.03,0.8,0.029171826739876453,0.0297198758409865
327,0.04029962847921209,0.04,0.8,0.040094104483391846,0.04113415623683362
328,0.050685967542347665,0.05,0.8,0.05037166858308061,0.052015626303654104
329,0.06138698309593604,0.06,0.8,0.06088065448151604,0.0633520072926031
330,0.06913593725400191,0.07,0.8,0.06848989415527035,0.0716420244539521
331,0.07961684806394631,0.08,0.8,0.07878684163759633,0.08296522614268999
332,0.0876375871243178,0.09,0.8,0.08668260329044335,0.0917179853042106
333,0.10194841410468214,0.1,0.8,0.10067282592160237,0.10752776701213057
334,0.19870842713158787,0.2,0.8,0.19364879989796624,0.22153038707805922
335,0.29792082621300187,0.30000000000000004,0.8,0.28754121231757973,0.3537090981435077
336,0.4007870402576452,0.4,0.8,0.3821059134996868,0.5121382186045488
337,0.5049885968614276,0.5,0.8,0.47559461537333275,0.7031744800352056
338,0.6011191983603625,0.6000000000000001,0.8,0.5627064891685281,0.9190926494825815
339,0.700614170338653,0.7000000000000001,0.8,0.6508601003454665,1.2060221372370847
340,0.7987167089125693,0.8,0.8,0.7381988478596219,1.60304195481165
341,0.900247201023205,0.9,0.8,0.8340794544077674,2.3050601636880916
342,0.0,0.0,0.9,0.0,0.0
343,0.010092416940368332,0.01,0.9,0.0100749146660265,0.010143690655741925
344,0.0206732963024715,0.02,0.9,0.020590470803695794,0.020889980478961248
345,0.029563248794735264,0.03,0.9,0.029401114861265752,0.030009049846363624
346,0.04046117235166535,0.04,0.9,0.04017927645918111,0.04130249780979104
347,0.050395413204997186,0.05,0.9,0.04992828349672814,0.05170960545929332
348,0.060654972620379,0.06,0.9,0.06000948576445543,0.06257242596504535
349,0.07162187821234756,0.07,0.9,0.07079125340504865,0.07431617036183906
350,0.0820716884983077,0.08,0.9,0.08085594798039294,0.08563598345707604
351,0.08962992095917022,0.09,0.9,0.08826055448941936,0.0939040818785988
352,0.1015003890052153,0.1,0.9,0.09969966389968976,0.10702900570821665
353,0.19991177443287578,0.2,0.9,0.19307567618799829,0.22303327543591267
354,0.2980809495070962,0.30000000000000004,0.9,0.28380860040145867,0.35393719429351633
355,0.40109856140814837,0.4,0.9,0.37610779669332506,0.5126582376577483
356,0.5000882381852123,0.5,0.9,0.46239076462711615,0.6933236725041567
357,0.5968950660464636,0.6000000000000001,0.9,0.5459220142111999,0.9085583689102675
358,0.6955825324453928,0.7000000000000001,0.9,0.6305831803433333,1.1893552710844515
359,0.8000958221890757,0.8,0.9,0.7220757247278475,1.6099171381898005
360,0.8997733531797064,0.9,0.9,0.8153589764181283,2.3003211893558952
